,대상자번호,업종코드1,대상자명,대상자코드
2147331,6000271927,D243,(주)코스모,100
2147332,6000274619,D181,FUCHENG COUNTY HUAXING GARMENTS COMPANY LTD,121
2147390,6000326237,M7231,SMART CONNECT MAROC SARLAU (SCM INFO),645
2147403,6000068267,G5189,SHIMOTORI CRAFT K K,140
2147409,2516100496,D2112,PAPELERA DIMAR S A C I,516
2147476,6000327944,,DINAMO GROUP SARL,645
2147488,2255101671,D2529,SAUDI LIGHT INDUSTRIES CO (AL SHARIKA AL SAUDIYA LIL SENAAT AL KHAFIFA / SAUDI LIGHT INDUSTRIES CO LTD /  SAUDI LIGHT INDUSTRIES COMPANY LTD /SAUDI LIGHT INDUSTRIES CO /SLIC) ,255
2147598,6000328164,D321,엠에스티코리아(주),100
2147648,6000278683,G5141,ST LAND USA INC,450
2147649,6000189867,F4512,AL REYAMI STEEL CONSTRUCTION,280
2147657,6000226047,G51,주)폴리켐아시아,100
2147675,2136103041,D322,INDUSTRI TELEKOMUNIKASI INDONESIA PERSERO PT (INTI),136
2147705,6000360024,G518,ARTECO IVS SPA,332
2147720,6000221631,D24,FUTURA POLYESTERS LIMITED,135
2147727,6000225467,D252,MALPLAST INDUSTRIES LTD (MALPLAST),630
2148048,2135101135,33999,GANAGE PRESSING PRIVATE LIMITED,135
2148053,2255101206,G513,OMER ALI BALSHARAF TRADING ESTABLISHMENT (MOASSAT OMAR ALI BALSHARAF LIL TIJARA / OMAR GROUP ),255
2148210,6000340344,G5020,INVERSIONES SKANE S A C,560
2148256,2332101520,D212, CARTARIA ITALIANA GRAPHIC PAPERS SPA ,332
2148262,2325103544,D3699,MULLER MARKETING VERTRIEB GMBH,325
2148491,2328100638,R9231,KOAMBRA EU INDUSTRIAL AND COMMERCIAL LIMITED LIABILITY COMPANY(KOAMBRA EU LTD),328
2148493,2325104418,G526,TOP LOOK BRILLEN DESIGN UND VERTRIEBS GMBH,325
2148632,3100026623,G51,(주)하나물산,100
2148634,3100113582,D3332,마이크롭틱스(주),100
2148636,3100103614,D331,(주)메디아나,100
2148647,3100117168,D179,(주)삼현텍스피아,100
2148648,3100117951,D3321,(주)극동기전,100
2148650,3100115529,G519,(주)선진코퍼레이션,100
2148658,2450119270,G5251,AMERICAN TV AND APPLIANCE OF MADISON INC(AMERICAN TV OF MADISON),450
2148701,6000307977,G519,MS STEEL INTERNATIONAL FZCO,280
2148731,2450118206,G5211,SEARS HOLDINGS CORPORATION,450
2148740,2450118722,G5189,NUVICO INC,450
2148776,2550103083,G5145,MERCADOMUNDO S A DE C V,550
2148785,2361101951,G5189,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU UNIVERSAL SPETSTEHNIKA(LIMITED LIABILITY COMPANY UNIVERSAL MACHINERY),361
2148824,6000322993,,CV.IRAMA INDAH BAHAGIA,136
2148890,6000245112,D17,TELAS Y SACOS PERU S A C   TESA PERU S A C,560
2148906,3100117332,G5199,아이홉(주),100
2148907,3100117051,D24,주식회사 신아티앤씨,100
2148910,6000117221,G5181,ATM GROUP LIMITED LIABILITY COMPANY(ATM GROUP LIMITED LIABILITY COMPANY/ATM GROUP LLC),361
2148915,6000149294,I603,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU MARI(LIMITED LIABILITY COMPANY MARI),316
2148926,2618100473,G5189,UNION GROUP SAE,618
2148933,2140104714,G5120,SEIKA SANGYO CO LTD,140
2148937,2355101381,G5181,INFOSTOCK EUROPA DE EXTREMADURA SA,355
2148981,3100013459,G5159,(주)다일,100
2149014,6000327768,G502,티에스모터,100
2149026,2550102110,G5181,HERCON MAQUINARIA S A  DE C V,550
2149028,2516101180,G5189,COMERCIALIZADORA TRES B INTERNACIONAL COMPANY LTDA (TRES B INTERCOM LTDA),516
2149046,6000290615,D2713,ROBOR PTY LTD,657
2149105,3100107897,D3219,(주)아이디에스,100
2149109,3100103451,D3151,(주)쏘코,100
2149113,6000012617,C1021,AXTECH AS,350
2149207,6000328884,,"JK APPAREL,INC",450
2149227,6000345691,F464,CONFORT WORKS SL ,355
2149228,6000346477,G5189,COMPONENTES ORTEGA SL ,355
2149229,6000346478,F464,FRICALCO SL ,355
2149341,6000257174,D181,(주)바인드레서코리아,100
2149603,2410100501,45211,REMCO TIRE DISTRIBUTORS LONDON LIMITED,410
2149676,2280100238,G519,SILK ROAD GENERAL TRADING EST,280
2149677,2450105144,D2951,PHILIPS ELECTRONICS NORTH AMERICA CORPORATION(U S PHILIPS/ PENAC/ PHILIPS DOMESTIC APPLIANCES AND PERSONAL CARE),450
2149700,6000326841,D3001,(주)퍼스트세미컨덕터,100
2149705,6000326978,,CONG TY CO PHAN VAN TAI VET TIN (VTS),176
2149811,2352100423,D369,CABELTE CABOS ELECTRICOS E TELEFONICOS SA,352
2149821,2517100455,D1720,FIBREXA S A S,517
2149995,6000313870,G5160,(주)금각스틸,100
2150025,2511103830,G5189,BRAIMEX COMERCIO IMPORTACAO E EXPORTACAO LTDA (BRAIMEX TRADING) ,511
2150105,2343100003,G501,KOREA AUTO TRADE SKOPJE,343
2150106,2503100200,D1720,GUILFORD ARGENTINA S A,503
2150198,2351100440,F462,ULRICH SPOLKA Z O O,351
2150202,2450117939,D3430,MARIMBA AUTO LLC,450
2150217,6000315515,G5141,주식회사 다크엔젤,100
2150225,6000298104,G5264,FLY FISHING OUTFITTERS LLC,450
2150238,6000099675,I6339,WONDERFUL PACIFIC PTY LTD,701
2150242,6000174209,G5189,MMI BUSINESS SERVICES  F Z C (MURAD MAVIYEV ISKANDAS MMI BUSINESS SERVICES),280
2150243,6000164774,G502,평화오토파츠(주),100
2150245,6000153298,D369,ASTRAL POOL AUSTRALIA PTY LTD,701
2150252,6000176260,G5146,(주)코파드림,100
2150254,6000152519,G502,SEOUL GRUP OTOMOTIV TEKSTIL GIDA VE INSAAT TICARET LTD STI,275
2150299,2180101305,D3110,SUNG IN ELECTRONICS THAILAND COMPANY LIMITED,180
2150334,2275102898,D29,ERKOM KOMPRESOR MAKINA IMALAT SANAYI VE TICARET LTD STI,275
2150375,2130106253,G519,TOPWELL INTERNATIONAL TRADING LIMITED,130
2150387,2525100505,G502,HAERETZ S A,525
2150388,2280100773,D1793,GULF ROPE AND PLASTIC PRODUCTS CO LTD,280
2150390,2361102428,D2523,ALANEKS ZAKRITOE AKTSIONERNOE OBSCHESTVO(ALANEX PRIVATE JOINT STOCK COMPANY),361
2150394,2325103544,D3699,MULLER MARKETING VERTRIEB GMBH,325
2150442,6000290615,D2713,ROBOR PTY LTD,657
2150461,6000323145,,CLIMAESPAIS INSTALACIONES,355
2150497,6000260946,D28,노즐앤플랜지,100
2150499,6000271727,D3219,(주)케이티이,100
2150502,6000271771,G5160,INTERNATIONAL STEEL COMPANY SRL,332
2150508,6000149968,D3699,PROFILSAN MOBILYA PROFIL KAPLAMA SANAYI VE TICARET LTD STI,275
2150544,2366100357,D313,PAT ODESKYI KABELNYI ZAVOD ODESKABEL,366
2150578,3100108146,R9212,제대로전자,100
2150590,6000101212,D179,디에스전선소재(주),100
2150606,2410102357,D1799,NAIZIL INC,410
2150629,6000274755,R93,RAILWAYS PROJECTS MANAGEMENT UNIT (BAN QUAN LY CAC DU AN DUONG SAT / RPMU),176
2150644,2151101581,D29,YH PRECISION M SDN BHD,151
2150674,6000321599,M729,TOUCH VIDEO CONSULTING SL ,355
2150718,6000185417,G5131,VERY FRESH INC,120
2150821,6000328825,D,(주)한국 알미늄,100
2150846,6000357443,,"AL GIHAD CO.,",618
2150855,6000342043,G5141,JUN NECKTIE CO LTD (JUN NECKTIE SEIZO OROSHI KABUSHIKI KAISHA),140
2150862,6000283603,G516,PROFILAND STEEL S R L,353
2150929,6000360169,D3219,EL ITAL SPA,332
2150941,6000361344,G519,FELSINEA GOMME SPA ,332
2151432,2511104559,G5181,CAIMEX COMERCIO EXTERIOR LTDA(CAIMEX),511
2151437,2517100618,G5189,SERHIDRA LTDA   ,517
2151447,6000358350,,MIRA MEDIA,645
2151517,2618100985,G519,CAIRO ALEX CO (C A),618
2151584,3100002589,D3697,(주)대지금속,100
2151585,3100001783,D3699,부영산업(주),100
2151594,3100107422,D179,(주)우일실업,100
2151600,3100105669,D1791,(주)텍스비젼,100
2151640,6000343448,L702,AIP GROUP SDN BHD,151
2151728,2450122428,G5160,CAB INCORPORATED     ,450
2151740,6000320079,,"Sonadora Co., Ltd.",512
2151771,2165100763,10309,DEL MONTE PHILIPPINES INC (DEL MONTE),165
2151856,6000181225,G519,LIAONING JINLONG IMP AND EXP CO LTD,121
2151866,6000254253,G5189,KALLI MAKINA MADENCILIK TURIZM INSAAT GIDA ITHALAT VE IHRACAT LTD STI,275
2151885,2511103266,G5189,OFFICER DISTRIBUIDORA DE PRODUTOS DE INFORMATICA S A,511
2151887,2450117219,G5132,MSBK USA INC,450
2151904,2320100209,G5172,TELKO OY,320
2152027,2332100541,G5189,RITAR SPA (RITAR ELETTRONICA),332
2152060,6000321895,G5141,ASIAN EUROPEAN FOOTWEAR ,321
2152062,6000320402,G5189,SHANGHAI ENLON ELECTRONICS CO LTD,121
2152098,2450110028,D1811,THE JONES GROUP INC(JONES NEW YORK/ JONES AND CO/ RENA ROWAN FOR SAVILLE/ EVAN PICONE/ GLO GIRLS),450
2152127,6000202390,D29,신광정공(주),100
2152132,6000189490,D179,(주)한마음글러브,100
2152133,6000180443,D3211,RCL SEMICONDUCTORS LIMITED,130
2152193,6000149294,I603,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU MARI(LIMITED LIABILITY COMPANY MARI),316
2152252,6000323582,G5189,XPRESS CELL SARL ,681
2152330,6000327816,,PT. BUMEN CITRA MANDIRI,136
2152346,6000205602,G502,에스제이오토,100
2152351,6000239428,K671,MILLENNIUM CHALLENGE ACCOUNT MONGOLIA,154
2152359,6000259412,G513,WUHAN KELIER TRADE CO LTD,121
2152465,6000357464,D,BDS코리아(비디에스코리아),100
2152500,6000327584,G518,NEXGEN CONSTRUCTION SUPPLIES PTY LTD,701
2152516,6000197024,D3219,(주)인디랩,100
2152896,2130102023,46800,TAILY HONG TRADING COMPANY LIMITED ,130
2152934,2180102273,D1541,TAOKAENOI FOOD AND MARKETING COMPANY LIMITED,180
2152938,2321101887,M7422,TECHNIP FRANCE,321
2153145,2450117701,G5149,MOLL SYSTEMS CORPORATION,450
2153148,6000068638,G5199,서흥철강 주식회사,100
2153161,2230100132,G516,IBRAHIM BARHOUMEH TRADING ESTABLISHMENT   ,230
2153234,3100118318,D2721,천진금속,100
2153289,6000360169,,EL.ITAL. S.P.A.,332
2153369,3100103714,D281,(주)제이엠씨중공업,100
2153374,6000100270,D3430,영신기전공업(주),100
2153504,6000241888,D32,(주)디페트엠,100
2153513,6000315547,G5189,MICRO DISTRIBUTION SARL ,645
2153541,2321101039,G5189,DANE ELEC MEMORY,321
2153546,2360102619,G5241,ICON LIVE LTD,360
2153548,2353100277,G5189,R H S COMPANY S A,353
2153569,2140106111,D333,SHINTEN SANGYO CO LTD,140
2153599,3100113088,D300,주식회사 히가리이노비젼,100
2153602,3100103386,D244,(주)필켐,100
2153650,2120101512,D3219,WINTEK CORPORATION (WINTEK),120
2153741,2450106614,G5251,BEST BUY CO INC(BEST BUY),450
2153747,2135100667,D2951,MIRC ELECTRONICS LIMITED,135
2153781,6000243758,G5199,(주)인트라켐코리아,100
2153853,6000254578,D2529,TIANJIN DAE WON PRECISION MOLDING CO LTD,121
2153859,6000169741,D3001,QBEX ELECTRONICS CORPORATION INC(AERO COMPONANTS),450
2153860,2140102145,G5132,KANKOKU BUSSAN BOEKI CO LTD,140
2153902,6000325065,G519,BOOK VILLAGE COMPANY LTD ,220
2153913,2311100166,G502,REIFEN RUHDORFER GESELLSCHAFT M B H,311
2153920,2332101701,D29,TECNIMONT SPA,332
2153924,3100004967,D29,(주)KHE,100
2153927,3100009541,G5191,제이테크무역,100
2153942,6000101185,D2811,KJ ENGINEERING AND CONSTRUCTION COMPANY LIMITED (CONG TY TNHH KY THUAT VA XAY DUNG KJ / KJ ENGINEERING AND CONSTRUCTION CO LTD / KJ E AND C),176
2154096,3100001322,D179,(주)두베스트,100
2154098,3100107041,D322,애니데이터코리아 주식회사,100
2154099,3100108174,D3219,레이젠(주),100
2154127,6000357824,D2414,TECNOMYL S A,503
2154128,6000358111,E401,BUSI IMPIANTI SPA ,332
2154173,6000327070,D252,POLYPIPES LIMITED  ,630
2154202,6000361404,D154,(주)네이처텍,100
2154212,6000357232,G5143,AIDEA ELECTRONICS COMERCIO DE PRODUTOS ELETRONICOS E REPRESENTACAO COMERCIAL LTDA (AR INTERIOR),511
2154576,2616100065,G5020,CAMAX SARL,616
2154587,2136102605,D343,KIA INDONESIA MOTOR PT,136
2154591,6000326922,D29,한국파나메트릭스 주식회사,100
2154598,6000318463,M7432,HASANUL SADRI PT,136
2154709,3100003891,G5132,호산물산(주),100
2154711,3100002583,G519,코이나상사,100
2154712,3100005721,D2712,(주)청우제강,100
2154877,6000188804,D29,SNRI,321
2154886,6000321849,,AZAR ATHMANE ,602
2154905,2450113099,G5269,AMAZON COM INC(AMAZON COM),450
2154998,6000093803,M75,OSMOSIS IRELAND LIMITED (OSMOSIS IRELAND),331
2155001,3100117763,D2415,월드콤파운드주식회사,100
2155002,3100115625,D1791,오케이텍스주식회사,100
2155005,6000135480,D1512,해초식품,100
2155008,6000130861,D2917,(주)블루앤,100
2155013,6000157746,G5141,TWEEN BRANDS SERVICE CO,450
2155117,2331100211,G519,PVC COATING INTERNATIONAL LTD,331
2155182,2525100330,G5020,MARTINEZ LOZANO BLANCA LADY(MARLO),525
2155200,2223100635,G5143,ANTECO LTD,223
2155223,6000315515,G5141,주식회사 다크엔젤,100
2155230,6000312220,G5149,PERSADA AMAN SENTOSA PT,136
2155247,6000150492,D311,REGEN POWERTECH PRIVATE LIMITED,135
2155282,3100112118,D181,오르트레이딩(주),100
2155284,3100103920,D3220,한울정보기술(주),100
2155298,6000108275,D321,코세미주식회사,100
2155308,2360100635,G5189,"NORBAIN SD LIMITED (SEENORBAIN, NORBAIN UK, NORBAIN SECURITY, NETWORK VIDEO)",360
2155371,6000323144,,FOUNTOULAKI E. & SIA  OE,327
2155381,2450112356,G5251,RADIOSHACK CORPORATION(RADIOSHACK/ RADIO SHACK),450
2155396,6000324528,D369,퍼시픽메탈테크노로지,100
2155408,6000324498,G5172,월드베스트코퍼레이션(주),100
2155417,6000272910,G519,하나로무역,100
2155432,6000275083,G525,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU ASSOTSIATSIYA KONTROLYA KACHESTVA POTREBITELSKIH TOVAROV(LIMITED LIABILITY COMPANY ASSOCIATION FOR QUALITY CONTROL OF CONSUMER GOODS/OOO AKKPT),361
2155449,2552100040,G5012,RIGUERO CALDERON AND CIA LTDA (DIESEL MOTORS TRADING CIA  LTDA)     ,552
2155461,2325103868,D2529,METZ WERKE GMBH AND CO KG,325
2155483,6000326649,,K.O.C. SHIPPING S.A.,557
2155486,6000155450,D289,(주)에너텍,100
2155504,6000275090,D293,(주)아티스,100
2155516,3100001702,D252,(주)포나후렉스,100
2155518,3100002791,D29,성안기계(주),100
2155519,3100101233,D2440,(주)대한아이엠,100
2155520,3100108270,D2519,(주)세광하이테크,100
2155524,3100113455,D29,(주)지에스에이,100
2155525,3100113867,D295,(주)재창산업,100
2155528,3100110276,D179,(주)에프아이에프인터내셔날,100
2155531,6000327695,,ORINNOX,361
2155555,3100011803,D17,(주)아림인더스트리,100
2155556,3100026113,D2321,아스팩오일(주),100
2155560,3100106790,D29,영풍로비트(주),100
2155561,3100104996,D323,엘리온디지탈(주),100
2155564,3100111364,G,범양교역,100
2155745,3100116500,D17,(주)브라이언스 아일랜드,100
2155754,6000138740,D17,세인트상사(주),100
2155804,6000358871,,MASO CONSTRUCTION LTD,627
2156238,2525100599,D2529,AGRICOLA COMERCIAL INDUSTRIAL S A (AGRICOMINSA),525
2156250,3100004816,D3511,(주)세광조선,100
2156253,3100007164,D19,(주)제양인더스트리,100
2156254,3100024234,G519,(주)우현,100
2156256,3100106821,G519,(주)유알지(구.(주)팔라마코리아),100
2156279,6000325135,G5181,THANG LONG TRADING SERVICE IMPORT EXPORT COMPANY LIMITED (CONG TY TNHH THUONG MAI DICH VU XUAT NHAP KHAU THANG LONG),176
2156526,6000192396,G502,AIRTEX PRODUCTS LP,450
2156545,2121107941,D314,HARBIN COSLIGHT POWER CO LTD,121
2156562,2450116326,G5141,BZ TEXTILES INC(FABRICS R US),450
2156577,6000360289,,SARL DZ TECHNOLOGIE,602
2156648,6000160387,D29,SOLARDAY SPA,332
2156651,6000173527,G5189,BAUER ENERGI AS,350
2156656,6000183280,G518,한일전자(주),100
2156664,6000185918,G514,MAS TRADING CO,450
2156762,3100007045,D3699,(주)단해,100
2156770,3100027104,D1799,주식회사지앤오코퍼레이션,100
2156771,3100100192,D1513,이화종합식품영농조합법인,100
2156830,6000126295,G5181,KLIMATISTIKI ANARTIXI LTD,327
2156835,6000143361,G51,더신라모비나,100
2156863,6000300691,G519,SENSIBLE AIR CONDITIONING TRADING  L L C,280
2156898,2332100853,G519,DAMA SERVICE SRL,332
2156907,6000196942,D2811,CONSTRUCOES METALICAS ICEC LTDA,511
2156941,6000148387,D2439,PLATERS S A C,560
2156950,6000176765,D179,유성글로벌,100
2156954,6000175123,G5172,MBN PRODUTOS QUIMICOS LTDA,511
2156957,3100008976,D222,경원화성(주),100
2156958,3100021565,D315,동부라이텍(주),100
2156959,3100011716,G5172,(주)오씨아이상사,100
2156960,3100025851,D2894,주식회사 케이피에프,100
2156961,3100027373,G5132,보성특산교역(주),100
2156962,3100100920,D3219,이엘케이(주),100
2156964,3100025477,D244,한화엘앤씨(주),100
2156966,3100106482,D179,텍스브이,100
2156972,3100113407,D2440,성림 Textile,100
2156973,3100113058,D1513,농업회사법인(주)일해,100
2156975,3100109927,D3219,(주)레이스전자,100
2157038,2450104450,G5211,WAL MART STORES INC(WALMART/ SAM S CLUB/ WALMART COM),450
2157052,6000323923,D1542,(주) 삼양사,100
2157080,6000279418,G5189,PARKER RADIO HOUSE LIMITED,630
2157092,6000325999,G51,(주)영진엠앤알,100
2157119,2366100098,D29,TOV NAUKOVO VYROBNYCHA FIRMA ELNA,366
2157139,6000326648,,K.O.B. SHIPPING S.A.,557
2157148,6000291391,G51,노아테크,100
2157151,6000327613,,PT.ROCKT BATTERY INDONESIA,136
2157172,3100110589,G519,푸른광학(주),100
2157175,3100104908,D2812,대창HRSG(주),100
2157178,6000043103,G5199,씨엔에스통상,100
2157184,6000151739,G5141,JONES JEANSWEAR GROUP INC,450
2157190,6000136102,G5143,ELECTRO BOUCHAMA SARLAU ,645
2157194,6000325864,G519,IN GOOD INC (IN GOOD KABUSHIKI KAISHA),140
2157233,6000173516,G519,SEGI C&F,100
2157395,6000195459,G5189,EASTEK SRL,332
2157399,6000203286,M7220,(주)에덴엔터테인먼트,100
2157407,6000161271,G51,(주)킴스인더스트리,100
2157409,6000243124,D3319,주)나눔테크,100
2157495,3100114189,D343,(주)비에프시스템,100
2157497,3100111074,D1791,지에스엠트레이딩주식회사,100
2157498,3100118510,D3219,STX솔라(주),100
2157547,6000362461,D2433,(주)유니크메디케어,100
2157872,3100114643,D343,(주)에스지,100
2157873,3100113712,D2811,(주)미래기연,100
2158009,6000195459,G5189,EASTEK SPA,332
2158014,6000196554,D181,QINGDAO TUKI TOURIST PRODUCT CO LTD,121
2158018,6000196542,D2929,ECLIPSE DIAMOND PRODUCTS LIMITED,360
2158183,6000322752,D17,(주)두일교역,100
2158230,6000360221,,QUALITY INTERNATIONAL CO. LTD.FZC,280
2158291,6000181257,G5143,(주)오아이씨코리아,100
2158300,6000007185,D2432,TEKNOS OY,320
2158304,6000242823,D1791,(주)스타일뱅코,100
2158402,3100112118,D181,오르트레이딩(주),100
2158404,3100111658,D29,(주)우레아텍,100
2158405,3100102719,D2894,(주)에이치아이씨,100
2158406,3100104260,D3331,엑슨인터내셔널,100
2158414,6000124186,G5132,(주)제이원통상,100
2158436,6000283597,D369,DAT INDUSTRIES PRIVATE LIMITED ,135
2158460,6000254543,D2529,PLASTICARIBE S A,517
2158475,6000171936,D1740,제이비텍스타일,100
2158484,6000183991,D2919,MP TEC GMBH AND CO KG (MP TEC),325
2158489,6000193473,D1531,푸른솔식품주식회사,100
2158499,3100027104,D1533,주식회사지앤오코퍼레이션,100
2158505,3100113225,G5199,H.K.CORPORATION,100
2158510,3100111597,G517,씨앤케이프로팩(주),100
2158511,3100108968,D3322,(주)디씨아이,100
2158547,6000180224,G5132,해인수산,100
2158551,6000224516,G517,두진상사(주),100
2158588,6000173412,G519,PLASTIMAGEM INDUSTRIA E COMERCIO DE PLASTICOS LTDA,511
2158614,3100116712,D331,(주)메디칼써프라이,100
2158621,6000140761,G5181,SG ENTERPRISES AND EQUIPMENTS PRIVATE LIMITED ,135
2158625,6000119451,D3219,(주)엔케이디,100
2158654,6000323020,D,(주)에이치엔시테크놀리지,100
2158709,6000324493,D154,주식회사 호림식품,100
2158726,6000324511,,BM ETHIOPIA GARMENT & TEXTILE S.C.,620
2158795,6000326716,,INSTAL.LACIONS INDO,355
2158796,6000323585,G5181,COMERCIAL E IMPORTADORA GERVAL LTDA,516
2158812,6000287997,R9212,SURIAMAS ELECTRIC,151
2158825,6000325853,G5199,(주)옵티맥스,100
2158841,6000179115,D2529,MUNEKATA AMERICA INC,450
2158842,6000199490,D29,APPLIED ENGINEERING PTE LTD,171
2159118,6000358818,,DUKABO SP. Z O.O.,351
2159156,6000101209,D24,다원산업,100
2159157,6000081200,D3699,(주)한라캐스트,100
2159896,6000359067,G519,(유)공동체나눔환경,100
2159988,6000260942,D2891,(주)제이앤에스리프레쉬,100
2159990,6000263615,D2529,KOR VI PACK CO LTD (CONG TY TNHH KOR VI PACK / KOR VI PACK CO LTD),176
2160094,6000158379,G502,(주)주원리테크,100
2160116,2180101118,D2712,SAHAVIRIYA STEEL INDUSTRIES PUBLIC COMPANY LIMITED,180
2160159,6000193864,G5160,B S STAINLESS LTD ,360
2160177,3100105412,D2914,(주)에스지오,100
2160178,3100103386,D244,(주)필켐,100
2160187,6000027123,G518,IMAGING SOLUTIONS AUSTRALASIA PTY LTD,701
2160194,3100115401,G5141,(주)팡세코퍼레이션,100
2160196,3100117933,D154,주식회사대한무역상사,100
2160258,6000316235,G51,(주)근영금속,100
2160282,6000254264,G5143,STE ELECTRO SERGHINI SARL (ELSER),645
2160320,6000152525,G519,GRANADA FOR COMPUTER INNOVATION  ,230
2160335,6000283821,D25,HEBEI XINYE RUBBER AND PLASTIC FOAM PRODUCTS CO LTD,121
2160338,6000322400,M731,NOHOVA OY,320
2160351,6000323020,D2914,(주)에이치엔시테크놀리지,100
2160404,6000324558,D,한국초전도체(주),100
2160410,6000322047,G5160,MIRACERO  S A DE C V,550
2160429,6000325854,D17,세림,100
2160448,6000068299,D3211,FIRST PHILEC SOLAR CORPORATION,165
2160494,6000327604,D,(주)지원중공업,100
2160496,6000295596,D2529,INDUSTRIAS PLASTICAS REUNIDAS S A C(IPR DURAPLAST),560
2160513,6000323802,R9211,MONEXEC INVESTMENTS TWO CC (AIRTECH SERVICES),657
2160525,6000203503,G5189,VENAMECA MEXICO S A DE C V,550
2160553,2450119270,G5251,AMERICAN TV AND APPLIANCE OF MADISON INC(AMERICAN TV OF MADISON),450
2160572,6000183242,D293,동창기계(주),100
2160575,6000193535,D2423,메디퓨처(주),100
2160636,6000326032,M7499,PORTES IMPORTACAO E EXPORTACAO LTDA,511
2160645,6000119760,D3699,LOUIS KATHY CORDY STYLES NIGERIA LTD (LKC AND STYLES NIGERIA LTD),651
2160657,6000328913,,"QINGDAO UNITED HUATONG INTERNATIONAL LOGISTIC CO., LTD",121
2160798,6000357232,G5143,AIDEA ELECTRONICS COMERCIO DE PRODUTOS ELETRONICOS E REPRESENTACAO COMERCIAL LTDA (AR INTERIOR),511
2160799,6000357259,D3110,CONDUPAR CONDUTORES ELETRICOS LTDA (CONDUPAR),511
2160843,6000203326,D3001,DEXCOM INDUSTRIA E COMERCIO DE INFORMATICA LTDA (DEXCOM),511
2160865,2121110248,D3219,LG INNOTEK YANTAI CO LTD,121
2160956,2503100253,21210,LABORATORIOS BERNABO S A,503
2161218,6000168341,R93,4G IDENTITY SOLUTIONS PRIVATE LIMITED,135
2161219,6000182333,G5143,HIKMAT YASSIN SONS CO (YASSIN ELECTRONICS),230
2161228,6000183991,D2919,MP TEC GMBH AND CO KG (MP TEC),325
2161278,2135101194,46799,CRYSTALEDGE ENGINEERING PRIVATE LIMITED,135
2161360,6000279134,D1552,동진주조,100
2161538,3100001212,D2511,(주)삼익,100
2161540,3100004892,D3699,한보조침공업사,100
2161543,3100113992,G5171,동성코퍼,100
2161640,6000266499,G519,신대륙스텐(주),100
2161643,6000291014,D2811,INDUSTRIAS DUERO S.L,355
2161746,6000156776,D2129,(주)예원,100
2161774,2450117219,G5132,MSBK USA INC,450
2161830,6000275090,D293,(주)아티스,100
2161851,6000165785,G518,주식회사 지앤지에이피,100
2161886,6000271649,D34,(주)라온텍,100
2161890,6000277120,D3219,(주)탑선,100
2161895,6000310849,D2511,REENCAUCHES GIGANTES S A  (REGIGANTES S A),517
2161946,6000065619,D252,(주)광일,100
2161959,6000189757,D2713,(주)디에이치에프,100
2161961,6000188258,I6320,OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU SINTEYA(LIMITED LIABILITY COMPANY SINTEYA),361
2162124,2180102998,G5143,SURACHAI SALES AND SERVICE COMPANY LIMITED,180
2162148,6000324196,D32,ZHEJIANG PUSEN COMMUNICATION TECHNOLOGY CO LTD,121
2162183,6000233332,G5199,기성상사,100
2162186,6000252361,G5269,THE JESSOP GROUP LIMITED (JESSOP PHOTO AND VIDEO / JESSOP S),360
2162222,6000247506,D2529,ZHEJIANG DENENG PIPE INDUSTRY CO LTD,121
2162226,6000250487,D2911,STX DALIAN PRECISION ENGINEERIG CO LTD,121
2162230,6000252546,G519,주식회사 태진코리아,100
2162262,2560100690,G525,IMPORTACIONES ROJAS S A C(CORPORACION MILTON),560
2162413,6000328234,G5142,HAMED MOHAMMED SAED AL QURIQRIE TRAED EST (HAMID MOHAMMED SAID AL GIRAIGRI TRADING EST),255
2162443,2121105929,D3219,BEIJING LP DISPLAYS CO LTD,121
2162458,6000358885,,EQUIP.ASIA,140
2162708,2360101579,47511,THE OUTDOOR GROUP LIMITED(BLACKS/FREESPIRITS/MILLETS),360
2162871,2130102467,33999,EASTON ENTERPRESES LTD,130
2163024,6000324511,D181,BM ETHIOPIA GARMENTS AND TEXTILE SHARE COMPANY,620
2163033,6000326234,G5152,STE AMEHRI SARLAU ,645
2163040,2701100981,45110,ASIA MOTORS AUSTRALIA PTY LIMITED,701
2163214,6000199516,D32,시앤엠인터내셔날,100
2163324,6000320127,,CLIMA SANTANDER,355
2163332,6000320245,,METALFRIO SA DE CV,550
2163425,6000245449,D2731,ACOFERGO TUBOS E PERFILADOS S A (ACOFERGO TUBOS E PERFILADOS),511
2163438,6000256669,D232,JURONG AROMATICS CORPORATION PTE LTD,171
2163454,2140105147,G519,D MARKET CO LTD,140
2163455,2140101867,G5131,SEVIA CO LTD,140
2163474,6000317762,,ARIETHAN INTERNATIONAL INC.,450
2163479,6000316739,G514,엔젤인터내셔날,100
2163508,6000328313,,MEGATRADING LTD,361
2163515,6000153298,D369,ASTRAL POOL AUSTRALIA PTY LTD,701
2163530,6000175123,G5172,MBN PRODUTOS QUIMICOS LTDA,511
2163592,2550102110,G5181,HERCON MAQUINARIA S A  DE C V,550
2163616,6000316688,,UNITED INDUSTRIAL EQUIPMENT LTD,367
